age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
27, Private,298871, Bachelors,13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
24, Private,44738, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
30, Private,89735, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private,103651, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
52, Private,119111, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,252327, 9th,5, Separated, Craft-repair, Own-child, White, Male,0,0,35, Mexico, <=50K
36, Private,114605, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
59, Private,24384, HS-grad,9, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private,211032, Preschool,1, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,41310,0,24, Mexico, <=50K
47, Self-emp-inc,127678, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, <=50K
37, Private,238311, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,36, United-States, >50K
48, Private,171807, Bachelors,13, Divorced, Other-service, Unmarried, White, Female,0,0,56, United-States, >50K
21, Private,131473, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Vietnam, <=50K
44, Private,267717, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,45, United-States, >50K
25, Private,189656, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,60, United-States, >50K
49, Private,227800, 7th-8th,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, United-States, <=50K
41, Self-emp-not-inc,126094, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, <=50K
25, Private,185287, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc,152752, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,3, United-States, <=50K
30, Private,45781, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private,107276, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,2444,40, United-States, >50K
39, Private,49020, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,3103,0,48, United-States, >50K
35, Private,301862, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
51, Private,251841, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,43, United-States, <=50K
50, Private,147629, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
27, Private,369522, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
63, Private,169983, 11th,7, Widowed, Sales, Not-in-family, White, Female,2176,0,30, United-States, <=50K
45, Self-emp-inc,142719, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private,91666, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, United-States, <=50K
26, Private,189185, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private,33088, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, State-gov,312528, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, United-States, <=50K
19, Private,39026, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
43, Private,298161, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Nicaragua, <=50K
21, Private,107452, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
53, Local-gov,608184, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
25, Private,252752, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private,76767, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
42, Private,179524, Bachelors,13, Separated, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
57, Private,114495, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
24, Private,403671, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
38, Self-emp-inc,125324, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
56, Self-emp-not-inc,78090, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,48, United-States, <=50K
33, Self-emp-not-inc,112952, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,48, United-States, <=50K
53, Private,215572, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private,160261, HS-grad,9, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,14084,0,35, China, >50K
59, Self-emp-not-inc,32537, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc,116834, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,5, ?, <=50K
30, Private,207668, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,60, Hungary, <=50K
18, Private,210828, Some-college,10, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,30, United-States, <=50K
35, Self-emp-not-inc,102471, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,80, Puerto-Rico, <=50K
47, Private,275095, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private,152744, Bachelors,13, Divorced, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,40, South, <=50K
52, Private,35598, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private,136873, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
35, Private,182898, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,8614,0,40, United-States, >50K
23, Private,62339, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
24, Local-gov,34246, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private,73037, 10th,6, Never-married, Transport-moving, Unmarried, White, Male,0,0,30, United-States, <=50K
59, Local-gov,114401, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,1504,19, United-States, <=50K
44, Private,275094, 1st-4th,2, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
47, Self-emp-not-inc,121124, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
59, Private,193568, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private,185041, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,32528, Assoc-voc,11, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,974,40, United-States, <=50K
26, ?,176967, 11th,7, Never-married, ?, Not-in-family, White, Female,0,0,65, United-States, <=50K
34, Private,321709, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,28, United-States, <=50K
52, Private,48343, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,122075, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
53, Self-emp-not-inc,196328, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
44, Private,175669, 11th,7, Married-civ-spouse, Prof-specialty, Wife, White, Female,5178,0,36, United-States, >50K
22, Private,240817, HS-grad,9, Never-married, Sales, Own-child, White, Female,2597,0,40, United-States, <=50K
45, Private,101320, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private,233511, Bachelors,13, Divorced, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
27, State-gov,21306, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
45, State-gov,207847, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private,85625, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,22, United-States, <=50K
40, Private,111483, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
26, Private,202091, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
27, Private,280758, 11th,7, Never-married, Craft-repair, Other-relative, White, Male,0,0,60, United-States, <=50K
46, Private,250821, Prof-school,15, Divorced, Farming-fishing, Unmarried, White, Male,0,0,48, United-States, <=50K
41, Private,118721, 12th,8, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private,323055, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
26, Private,112754, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, >50K
18, Private,95917, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,25, Canada, <=50K
31, Private,185814, HS-grad,9, Never-married, Transport-moving, Unmarried, Black, Female,0,0,30, United-States, <=50K
25, Private,208881, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
54, Private,299324, 5th-6th,3, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Male,0,0,40, Mexico, <=50K
66, Local-gov,188220, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, >50K
45, Self-emp-inc,204196, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, >50K
48, Private,146919, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
58, ?,53481, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,70, United-States, <=50K
29, Private,214925, Masters,14, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, <=50K
23, Private,139187, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
19, Private,427862, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
23, ?,27415, 11th,7, Never-married, ?, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private,290560, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
29, Private,357781, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,59767, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private,95680, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Private,187802, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1887,40, United-States, >50K
25, Federal-gov,50053, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
40, Private,33331, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
35, Self-emp-inc,140854, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Private,27153, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
68, Private,168794, Preschool,1, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,10, United-States, <=50K
30, Self-emp-not-inc,146161, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, >50K
33, Private,274222, Bachelors,13, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,7688,0,38, United-States, >50K
46, Private,116666, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private,34383, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States, <=50K
41, Private,221947, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,56, United-States, >50K
58, Private,104613, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
30, Private,53285, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States, >50K
23, Private,27776, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,68678, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private,205759, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
69, State-gov,159191, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,810,38, United-States, <=50K
34, Private,33117, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov,190368, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States, <=50K
22, Private,305466, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private,111377, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, <=50K
37, Private,243425, HS-grad,9, Divorced, Other-service, Other-relative, White, Female,0,0,50, Peru, <=50K
57, Self-emp-inc,119253, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,15024,0,65, United-States, >50K
23, State-gov,287988, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,10520,0,40, United-States, >50K
62, Self-emp-not-inc,168682, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,5, United-States, <=50K
55, Private,26716, 10th,6, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
20, Private,212668, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
35, ?,164866, 10th,6, Divorced, ?, Not-in-family, White, Male,0,0,99, United-States, <=50K
54, Self-emp-not-inc,108435, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,2829,0,30, United-States, <=50K
34, ?,93834, HS-grad,9, Separated, ?, Own-child, White, Female,0,0,8, United-States, <=50K
37, Private,179481, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
31, Private,185732, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
63, ?,445168, Bachelors,13, Widowed, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,0,56, United-States, <=50K
27, Private,111900, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private,304643, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
54, Private,215990, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,44, United-States, >50K
35, Private,299353, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private,130408, HS-grad,9, Divorced, Sales, Unmarried, Black, Female,0,0,38, United-States, <=50K
27, Private,212622, Masters,14, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private,137076, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Federal-gov,287658, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, >50K
36, Private,177616, 5th-6th,3, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private,70377, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private,114580, HS-grad,9, Divorced, Craft-repair, Other-relative, White, Female,0,0,40, Vietnam, <=50K
28, Local-gov,207213, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male,0,0,5, United-States, <=50K
60, Self-emp-inc,336188, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,80, United-States, >50K
33, Private,399088, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private,306183, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
56, Private,151474, 9th,5, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc,79539, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, ?,35854, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
56, Private,392160, HS-grad,9, Widowed, Sales, Unmarried, White, Female,0,0,25, Mexico, <=50K
22, State-gov,121471, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private,37237, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, >50K
37, State-gov,76767, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,39, United-States, >50K
28, Self-emp-not-inc,191027, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private,231357, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private,196643, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
37, Private,226947, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private,309580, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private,25803, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
42, Private,184857, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16, United-States, <=50K
42, Local-gov,189956, Bachelors,13, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,30, United-States, <=50K
69, Self-emp-not-inc,69306, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,15, United-States, <=50K
25, Self-emp-not-inc,368115, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,13550,0,35, United-States, >50K
55, Private,190257, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,53, United-States, >50K
63, Private,143098, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40, United-States, <=50K
36, Private,229180, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Cuba, <=50K
23, Private,111450, Some-college,10, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,22, United-States, <=50K
50, Federal-gov,96657, Bachelors,13, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, Private,109273, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
29, Private,244473, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,2051,40, United-States, <=50K
36, Private,171393, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,55, United-States, >50K
29, Private,79481, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private,316868, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,30, Mexico, <=50K
41, Federal-gov,34178, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private,150480, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
34, Private,309513, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,100669, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
37, Private,295949, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1628,40, United-States, <=50K
24, Private,283613, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
38, Local-gov,72338, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
37, Private,170718, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,284166, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
46, Private,471990, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,46, United-States, >50K
73, Self-emp-not-inc,102510, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,6418,0,99, United-States, >50K
33, Private,241885, Some-college,10, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private,225394, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, <=50K
28, Local-gov,180271, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,65, United-States, >50K
47, Federal-gov,20956, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, United-States, <=50K
37, Private,176073, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private,117210, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private,28572, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,48, United-States, <=50K
34, Private,201122, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
28, Private,111900, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
49, Private,175622, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc,181130, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
24, Private,217961, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, ?,22966, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,6, United-States, <=50K
23, ?,211601, Assoc-voc,11, Never-married, ?, Own-child, Black, Female,0,0,15, United-States, <=50K
31, Private,176711, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, <=50K
41, Private,210844, Some-college,10, Married-spouse-absent, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
18, Private,115215, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
33, Local-gov,269604, 5th-6th,3, Never-married, Other-service, Unmarried, Other, Female,0,0,40, El-Salvador, <=50K
34, Local-gov,226443, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
47, Local-gov,97419, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Self-emp-inc,175761, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
32, Local-gov,100135, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Local-gov,186909, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States, >50K
25, Private,208999, Some-college,10, Separated, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
61, Private,355645, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private,207202, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
24, Private,39615, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Private,213385, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
54, Private,188136, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,1408,38, United-States, <=50K
32, Private,182975, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,20, United-States, <=50K
36, Federal-gov,153066, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc,160120, Doctorate,16, Divorced, Adm-clerical, Other-relative, Other, Male,0,0,40, ?, <=50K
54, Private,172962, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,1340,40, United-States, <=50K
36, Private,205359, HS-grad,9, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
48, Self-emp-inc,149218, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
29, Private,264961, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
49, Private,94342, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
40, Private,173307, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,295282, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
38, Private,273640, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private,48121, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private,89813, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Scotland, <=50K
43, State-gov,308498, HS-grad,9, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Federal-gov,216453, Assoc-voc,11, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,45, United-States, <=50K
37, Federal-gov,329088, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
68, Self-emp-not-inc,336329, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, United-States, <=50K
36, State-gov,89508, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private,214635, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private,34374, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Private,24896, HS-grad,9, Divorced, Tech-support, Unmarried, White, Female,0,0,30, Germany, <=50K
21, Private,121889, Some-college,10, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
24, Private,103064, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,3674,0,40, United-States, <=50K
28, Private,44216, HS-grad,9, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
54, Private,286989, Preschool,1, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
31, Private,150324, Assoc-acdm,12, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Private,140363, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,36, United-States, <=50K
39, Private,179481, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,4650,0,44, United-States, <=50K
